Data,Godz,Dobowa prognoza zapotrzebowania KSE,Rzeczywiste zapotrzebowanie KSE
20190908,21,18400,17424.638
20190908,22,17300,16470.675
20190908,23,16400,15575.225
20190908,24,15300,14614.213
20190909,1,14100,13975.975
20190909,2,13750,13690.275
20190909,3,13750,13551.850
20190909,4,13850,13514.475
20190909,5,14350,13917.675
20190909,6,15700,14739.888
20190909,7,18950,17416.738
20190909,8,20750,19715.400
20190909,9,21550,20884.225
20190909,10,21800,21247.338
20190909,11,21900,21132.300
20190909,12,22050,21576.513
20190909,13,22200,21670.050
20190909,14,22200,21567.775
20190909,15,21800,21225.388
20190909,16,21600,21255.338
20190909,17,21250,21020.375
20190909,18,21150,20776.488
20190909,19,21550,20756.338
20190909,20,22850,21928.163
20190909,21,22550,21997.475
20190909,22,20700,20145.788
20190909,23,19000,18546.013
20190909,24,17600,17143.038
20190910,1,16000,16066.150
20190910,2,15600,15672.200
20190910,3,15400,15420.738
20190910,4,15350,15394.925
20190910,5,15750,15711.338
20190910,6,16400,16312.013
20190910,7,19650,18301.163
20190910,8,20900,20115.938
20190910,9,21600,20978.725
20190910,10,21700,21239.063
20190910,11,21800,21083.500
20190910,12,21850,21405.013
20190910,13,22000,21364.563
20190910,14,21900,21106.813
20190910,15,21500,20760.613
20190910,16,21300,20658.600
20190910,17,21100,20585.950
20190910,18,20850,20318.500
20190910,19,21400,20326.700
20190910,20,22700,21647.913
20190910,21,22500,21908.338
20190910,22,20750,20174.563
20190910,23,18950,18436.175
20190910,24,17500,17146.475
20190911,1,16200,16219.750
20190911,2,15600,15704.025
20190911,3,15400,15317.663
20190911,4,15300,15351.250
20190911,5,15700,15675.950
20190911,6,16400,16218.313
20190911,7,19550,18254.988
20190911,8,20950,20247.063
20190911,9,21750,21153.213
20190911,10,21850,21213.775
20190911,11,21850,20967.463
20190911,12,21850,21154.525
20190911,13,22050,21241.825
20190911,14,22050,21193.488
20190911,15,21700,20877.875
20190911,16,21450,20905.725
20190911,17,21150,20756.550
20190911,18,20850,20563.900
20190911,19,21650,20500.938
20190911,20,22850,21958.075
20190911,21,22450,22124.013
20190911,22,20700,20321.800
20190911,23,19000,18550.113
20190911,24,17600,17252.038
20190912,1,16100,16202.175
20190912,2,15600,15713.388
20190912,3,15300,15366.288
20190912,4,15200,15389.363
20190912,5,15700,15605.913
20190912,6,16300,16215.738
20190912,7,19600,18181.513
20190912,8,21000,20162.313
20190912,9,21700,21047.563
20190912,10,21900,21165.725
20190912,11,22000,21057.738
20190912,12,22000,21326.500
20190912,13,22200,21347.113
20190912,14,22100,21388.213
20190912,15,21700,21065.925
20190912,16,21500,21191.575
20190912,17,21200,20862.863
20190912,18,21100,20726.788
20190912,19,21800,20799.038
20190912,20,22900,22125.988
20190912,21,22500,22177.938
20190912,22,20700,20471.725
20190912,23,19000,18727.713
20190912,24,17500,17460.300
20190913,1,16000,16494.088
20190913,2,15500,16001.250
20190913,3,15200,15659.438
20190913,4,15200,15688.525
20190913,5,15650,15993.163
20190913,6,16300,16568.813
20190913,7,19400,18560.600
20190913,8,20900,20444.663
20190913,9,21400,21227.413
20190913,10,21450,21492.400
20190913,11,21500,21355.313
20190913,12,21600,21670.000
20190913,13,21650,21785.575
20190913,14,21600,21827.113
20190913,15,21250,21436.725
20190913,16,21000,21314.488
20190913,17,20850,21018.550
20190913,18,20550,20810.388
20190913,19,21150,20709.850
20190913,20,22400,21755.650
20190913,21,22000,21694.575
20190913,22,20350,20041.213
20190913,23,18600,18545.300
20190913,24,17200,17305.550
20190914,1,16200,16337.188
20190914,2,15450,15727.038
20190914,3,15050,15336.275
20190914,4,15050,15090.125
20190914,5,15050,15125.650
20190914,6,15150,15175.988
20190914,7,16100,15535.913
20190914,8,17450,16868.188
20190914,9,18600,18104.125
20190914,10,19100,18749.063
20190914,11,19400,18783.625
20190914,12,19400,18858.200
20190914,13,19250,18728.225
20190914,14,19000,18294.713
20190914,15,18400,17682.563
20190914,16,18100,17406.263
20190914,17,17900,17204.088
20190914,18,17700,17141.963
20190914,19,18300,17376.975
20190914,20,19300,18696.875
20190914,21,19000,18686.450
20190914,22,17800,17555.263
20190914,23,16700,16290.275
20190914,24,15500,15346.475
20190915,1,14400,14282.538
20190915,2,13700,13781.413
20190915,3,13400,13387.950
20190915,4,13250,13375.913
20190915,5,13250,13378.588
20190915,6,13150,13380.588
20190915,7,13250,13156.300
20190915,8,14250,13830.325
20190915,9,15350,14711.013
20190915,10,15950,15337.550
20190915,11,16350,15668.063
20190915,12,16400,15799.825
20190915,13,16500,15852.700
20190915,14,16400,15747.938
20190915,15,16000,15552.250
20190915,16,15800,15406.400
20190915,17,15600,15327.038
20190915,18,15800,15557.313
20190915,19,16900,16061.613
20190915,20,18100,17546.125
20190915,21,17700,17684.850
20190915,22,16700,16656.175
20190915,23,15750,15810.238
20190915,24,14750,14864.938
20190916,1,13750,14289.675
20190916,2,13450,14015.463
20190916,3,13400,13788.938
20190916,4,13550,13724.488
20190916,5,14100,14219.338
20190916,6,15500,15203.775
20190916,7,19050,17735.675
20190916,8,20850,19783.488
20190916,9,21550,20790.913
20190916,10,21600,20908.150
20190916,11,21650,20742.775
20190916,12,21900,20940.525
20190916,13,21950,21104.100
20190916,14,22000,21038.575
20190916,15,21700,20777.288
20190916,16,21500,20755.113
20190916,17,21200,20509.088
20190916,18,20950,20455.250
20190916,19,21700,20729.200
20190916,20,22750,22145.538
20190916,21,22350,21826.788
20190916,22,20500,20088.475
20190916,23,18900,18258.688
20190916,24,17500,17087.075
20190917,1,16500,16210.463
20190917,2,16000,15847.350
20190917,3,15700,15508.475
20190917,4,15800,15587.638
20190917,5,16300,15777.988
20190917,6,17100,16428.888
20190917,7,19900,18693.413
20190917,8,21100,20524.825
20190917,9,21800,21200.038
20190917,10,21900,21316.250
20190917,11,21900,21139.325
20190917,12,22000,21455.538
20190917,13,22000,21501.588
20190917,14,22100,21421.988
20190917,15,21700,21065.538
20190917,16,21500,20909.288
20190917,17,21300,20732.425
20190917,18,21100,20728.250
20190917,19,21700,21012.300
20190917,20,22900,22531.863
20190917,21,22400,22105.588
20190917,22,20700,20353.563
20190917,23,19000,18683.075
20190917,24,17600,17311.950
20190918,1,16600,16334.075
20190918,2,16000,15823.525
20190918,3,15700,15430.063
20190918,4,15750,15549.863
20190918,5,16100,15875.438
20190918,6,17000,16622.025
20190918,7,19800,18618.725
20190918,8,21100,20493.388
20190918,9,21700,21535.250
20190918,10,21600,21640.013
20190918,11,21800,21274.038
20190918,12,21900,21520.963
20190918,13,22000,21454.275
20190918,14,22100,21313.275
20190918,15,21600,20852.988
20190918,16,21400,20770.250
20190918,17,21200,20631.775
20190918,18,21100,20579.338
20190918,19,22100,20886.088
20190918,20,22950,22417.513
20190918,21,22450,22198.825
20190918,22,20650,20601.663
20190918,23,19050,18939.463
20190918,24,17650,17514.538
20190919,1,16600,16472.925
20190919,2,16000,15989.425
20190919,3,15700,15620.113
20190919,4,15750,15606.950
20190919,5,16300,15875.338
20190919,6,17300,16628.250
20190919,7,20200,18847.188
20190919,8,21200,20855.575
20190919,9,21800,21671.750
20190919,10,21700,21757.225
20190919,11,21800,21627.550
20190919,12,21900,21814.600
20190919,13,22000,21727.438
20190919,14,22100,21669.650
20190919,15,21600,21204.125
20190919,16,21400,21190.888
20190919,17,21200,21025.388
20190919,18,21100,20897.063
20190919,19,22100,21285.763
20190919,20,23100,22668.800
20190919,21,22450,22394.500
20190919,22,20650,20681.763
20190919,23,19050,19043.875
20190919,24,17650,17644.763
20190920,1,16600,16647.238
20190920,2,16000,16099.688
20190920,3,15700,15841.363
20190920,4,15750,15848.088
20190920,5,16300,16171.075
20190920,6,17300,16876.488
20190920,7,20200,19060.313
20190920,8,21200,21075.513
20190920,9,21800,21951.313
20190920,10,21700,22036.875
20190920,11,21800,21737.138
20190920,12,21900,21869.763
20190920,13,22000,21847.850
20190920,14,22100,21706.538
20190920,15,21600,21314.063
20190920,16,21400,21287.700
20190920,17,21200,21046.425
20190920,18,21100,21073.613
20190920,19,22100,21368.438
20190920,20,22950,22710.200
20190920,21,22450,22235.150
20190920,22,20650,20461.850
20190920,23,19050,18822.350
20190920,24,17650,17623.863
20190921,1,16600,16618.475
20190921,2,16000,15939.900
20190921,3,15500,15580.000
20190921,4,15400,15545.313
20190921,5,15500,15503.350
20190921,6,15600,15751.763
20190921,7,16600,16283.850
20190921,8,18000,17557.313
20190921,9,18800,18790.238
20190921,10,19300,19441.363
20190921,11,19500,19609.175
20190921,12,19400,19610.363
20190921,13,19300,19401.900
20190921,14,19000,18946.238
20190921,15,18200,18265.200
20190921,16,17800,18057.025
20190921,17,17600,17868.313
20190921,18,17500,17871.925
20190921,19,18700,18302.863
20190921,20,19600,19670.563
20190921,21,19000,19425.463
20190921,22,18000,18133.588
20190921,23,16800,16942.888
20190921,24,15600,15773.125
20190922,1,14400,14714.563
20190922,2,13850,14146.113
20190922,3,13450,13749.838
20190922,4,13250,13557.150
20190922,5,13350,13612.763
20190922,6,13250,13774.125
20190922,7,13450,13682.638
20190922,8,14450,14336.163
20190922,9,15450,15272.563
20190922,10,16050,15944.138
20190922,11,16400,16300.075
20190922,12,16400,16219.500
20190922,13,16400,16179.450
20190922,14,16350,16091.713
20190922,15,16000,15729.263
20190922,16,15750,15436.325
20190922,17,15550,15494.575
20190922,18,16000,15756.038
20190922,19,17450,16548.538
20190922,20,18400,18368.713
20190922,21,17900,18229.063
20190922,22,16950,17157.725
20190922,23,16100,16164.788
20190922,24,15000,15256.063
20190923,1,14450,14597.725
20190923,2,14050,14158.388
20190923,3,13950,13970.550
20190923,4,14150,14005.988
20190923,5,14750,14449.063
20190923,6,16300,15386.325
20190923,7,19150,18075.288
20190923,8,20750,20316.000
20190923,9,21550,21457.900
20190923,10,21550,21847.975
20190923,11,21550,21611.413
20190923,12,21650,21808.438
20190923,13,21700,21785.188
20190923,14,21700,21676.850
20190923,15,21400,21257.163
20190923,16,21200,21065.150
20190923,17,20800,20964.075
20190923,18,20700,20880.675
20190923,19,22050,21340.138
20190923,20,22850,22925.488
20190923,21,22250,22433.113
20190923,22,20650,20625.475
20190923,23,18950,18935.125
20190923,24,17450,17615.025
20190924,1,16550,16625.750
20190924,2,16050,16157.125
20190924,3,15750,15837.163
20190924,4,15850,15866.813
20190924,5,16400,16134.275
20190924,6,17600,16979.288
20190924,7,20400,19259.613
20190924,8,21600,21245.175
20190924,9,22000,22148.188
20190924,10,21950,22292.413
20190924,11,21850,22066.188
20190924,12,21950,22209.438
20190924,13,22000,22083.725
20190924,14,22000,21878.025
20190924,15,21600,21572.363
20190924,16,21400,21468.300
20190924,17,21100,21275.963
20190924,18,20850,21194.700
20190924,19,22250,21667.400
20190924,20,23050,23214.713
20190924,21,22600,22735.788
20190924,22,20950,21102.600
20190924,23,19350,19281.550
20190924,24,17850,17913.000
20190925,1,16800,16962.950
20190925,2,16200,16539.300
20190925,3,15950,16182.713
20190925,4,16050,16250.788
20190925,5,16550,16514.975
20190925,6,17950,17224.363
20190925,7,20600,19613.438
20190925,8,21800,21598.975
20190925,9,22450,22491.100
20190925,10,22400,22558.288
20190925,11,22350,22357.788
20190925,12,22400,22501.638
20190925,13,22600,22522.738
20190925,14,22650,22404.088
20190925,15,22100,22170.500
20190925,16,21900,22140.288
20190925,17,21750,21924.763
20190925,18,21550,21836.775
20190925,19,22900,22330.000
20190925,20,23500,23481.400
20190925,21,22900,22923.825
20190925,22,21250,21238.350
20190925,23,19550,19500.750
20190925,24,18050,18024.900
20190926,1,16800,17030.763
20190926,2,16200,16447.950
20190926,3,15950,16192.050
20190926,4,16050,16163.863
20190926,5,16550,16447.000
20190926,6,17950,17114.838
20190926,7,20600,19565.738
20190926,8,21800,21473.438
20190926,9,22450,22380.888
20190926,10,22400,22624.263
20190926,11,22350,22309.138
20190926,12,22400,22559.238
20190926,13,22600,22571.625
20190926,14,22650,22426.925
20190926,15,22100,22064.725
20190926,16,21900,21939.288
20190926,17,21750,21883.238
20190926,18,21550,21803.988
20190926,19,22900,22361.538
20190926,20,23500,23700.488
20190926,21,22900,23027.125
20190926,22,21250,21333.300
20190926,23,19550,19743.938
20190926,24,18050,18273.425
20190927,1,16600,17202.350
20190927,2,16300,16492.113
20190927,3,15900,16256.075
20190927,4,16000,16292.300
20190927,5,16400,16504.025
20190927,6,17900,17211.825
20190927,7,20500,19380.063
20190927,8,22000,21204.775
20190927,9,22600,22098.775
20190927,10,22500,22195.563
20190927,11,22500,22015.650
20190927,12,22400,22244.113
20190927,13,22500,22189.775
20190927,14,22500,22045.950
20190927,15,22000,21827.150
20190927,16,22000,21744.988
20190927,17,21700,21616.538
20190927,18,21600,21507.825
20190927,19,23000,22058.388
20190927,20,23400,22984.025
20190927,21,22500,22297.025
20190927,22,20900,20853.263
20190927,23,19200,19349.000
20190927,24,17700,18019.013
20190928,1,16900,16870.350
20190928,2,16300,16178.513
20190928,3,15900,15769.563
20190928,4,15800,15671.888
20190928,5,15800,15764.875
20190928,6,16200,15825.575
20190928,7,17400,16550.850
20190928,8,18600,17558.225
20190928,9,19900,18846.550
20190928,10,20000,19499.425
20190928,11,20200,19686.425
20190928,12,20200,19661.650
20190928,13,19900,19419.225
20190928,14,19600,19181.513
20190928,15,18900,18540.100
20190928,16,18600,18377.900
20190928,17,18400,18180.288
20190928,18,18500,18301.525
20190928,19,20400,19009.900
20190928,20,20600,20014.063
20190928,21,20100,19570.250
20190928,22,18600,18344.238
20190928,23,17400,17071.175
20190928,24,16300,15939.863
20190929,1,14200,14936.600
20190929,2,13600,14321.425
20190929,3,13300,13894.163
20190929,4,13200,13753.913
20190929,5,13200,13766.550
20190929,6,13300,13862.700
20190929,7,13400,14016.238
20190929,8,14300,14581.675
20190929,9,15100,15566.075
20190929,10,15800,16389.938
20190929,11,16000,16715.663
20190929,12,16100,16827.388
20190929,13,16000,16916.088
20190929,14,16100,16964.463
20190929,15,15600,16755.788
20190929,16,15200,16578.475
20190929,17,15200,16522.713
20190929,18,15500,16913.075
20190929,19,17800,17921.575
20190929,20,18200,19117.450
20190929,21,17700,18636.113
20190929,22,16600,17553.113
20190929,23,15800,16486.425
20190929,24,14800,15447.700
20190930,1,14600,14707.275
20190930,2,14400,14297.825
20190930,3,14200,14065.700
20190930,4,14400,14085.900
20190930,5,14900,14461.075
20190930,6,16900,15566.888
20190930,7,19800,18415.563
20190930,8,21500,20531.375
20190930,9,22400,21592.813
20190930,10,22500,21980.575
20190930,11,22500,21841.750
20190930,12,22600,21984.288
20190930,13,22700,21877.875
20190930,14,22700,21754.238
20190930,15,22400,21271.525
20190930,16,22100,21251.450
20190930,17,22000,21165.588
20190930,18,21900,21209.563
20190930,19,23700,21840.200
20190930,20,23900,22703.663
20190930,21,23100,22133.863
20190930,22,21400,20525.900
20190930,23,19600,18778.775
20190930,24,18300,17541.088
20191001,1,17100,16580.300
20191001,2,16500,16156.688
20191001,3,16200,15837.975
20191001,4,16400,15865.288
20191001,5,16800,16123.600
20191001,6,18100,16901.000
20191001,7,20800,19239.288
20191001,8,22000,20903.838
20191001,9,22500,21810.425
20191001,10,22500,21945.438
20191001,11,22400,21765.538
20191001,12,22500,21987.900
20191001,13,22500,21944.425
20191001,14,22500,21934.338
20191001,15,22100,21611.438
20191001,16,21900,21679.013
20191001,17,21800,21463.363
20191001,18,21800,21394.688
20191001,19,23400,22191.113
20191001,20,23600,23240.038
20191001,21,22900,22622.188
20191001,22,21400,20979.300
20191001,23,19700,19216.125
20191001,24,18400,17965.675
20191002,1,17000,17130.363
20191002,2,16400,16495.825
20191002,3,16100,16097.650
20191002,4,16200,16151.813
20191002,5,16700,16344.825
20191002,6,18000,17061.875
20191002,7,21000,19515.613
20191002,8,22200,21486.600
20191002,9,22700,22423.588
20191002,10,22700,22568.263
20191002,11,22600,22301.738
20191002,12,22700,22725.350
20191002,13,22700,22812.625
20191002,14,22700,22693.338
20191002,15,22300,22329.013
20191002,16,22100,22224.975
20191002,17,22000,21936.800
20191002,18,22000,21867.750
20191002,19,23600,22649.225
20191002,20,24000,23471.175
20191002,21,23100,22836.638
20191002,22,21600,21208.250
20191002,23,19900,19405.500
20191002,24,18600,18027.375
20191003,1,17100,17065.700
20191003,2,16500,16492.688
20191003,3,16200,16215.388
20191003,4,16400,16188.738
20191003,5,16800,16289.875
20191003,6,18100,17071.800
20191003,7,20800,19671.488
20191003,8,22000,21444.150
20191003,9,22500,22494.875
20191003,10,22500,22646.413
20191003,11,22400,22367.763
20191003,12,22500,22524.625
20191003,13,22500,22506.088
20191003,14,22500,22412.638
20191003,15,22100,22121.925
20191003,16,21900,21906.663
20191003,17,21800,21570.200
20191003,18,21800,21581.263
20191003,19,23500,22567.725
20191003,20,23800,23563.650
20191003,21,23100,22924.850
20191003,22,21600,21291.325
20191003,23,19800,19479.738
20191003,24,18400,18172.163
20191004,1,17100,17190.650
20191004,2,16500,16611.325
20191004,3,16300,16313.575
20191004,4,16400,16383.750
20191004,5,16800,16548.263
20191004,6,18300,17406.275
20191004,7,21200,19841.088
20191004,8,22400,21717.825
20191004,9,22900,22673.175
20191004,10,22900,22801.575
20191004,11,22800,22496.700
20191004,12,23000,22608.350
20191004,13,23100,22578.888
20191004,14,23200,22562.375
20191004,15,22700,22136.375
20191004,16,22400,21974.563
20191004,17,22200,21777.075
20191004,18,22200,21721.963
20191004,19,23660,22689.138
20191004,20,23700,23407.825
20191004,21,23100,22620.100
20191004,22,21700,21045.300
20191004,23,19900,19421.000
20191004,24,18600,18000.650
20191005,1,17000,17019.500
20191005,2,16400,16284.788
20191005,3,15900,15871.688
20191005,4,15800,15852.613
20191005,5,16000,15900.363
20191005,6,16200,16052.813
20191005,7,17600,16789.063
20191005,8,19100,17764.025
20191005,9,20100,19024.863
20191005,10,20400,19953.650
20191005,11,20500,20179.113
20191005,12,20700,20285.238
20191005,13,20500,20004.075
20191005,14,20100,19885.738
20191005,15,19400,19273.750
20191005,16,19000,18981.463
20191005,17,18700,18809.263
20191005,18,19100,18952.275
20191005,19,20800,19774.900
20191005,20,20700,20399.025
20191005,21,20200,19670.900
20191005,22,18900,18504.800
20191005,23,17800,17419.088
20191005,24,16600,16231.175
20191006,1,15100,15363.775
20191006,2,14400,14810.475
20191006,3,13900,14490.038
20191006,4,13800,14302.800
20191006,5,13800,14354.738
20191006,6,14000,14412.700
20191006,7,14200,14659.850
20191006,8,15300,15016.650
20191006,9,16300,15974.225
20191006,10,17000,16563.388
20191006,11,17250,16919.513
20191006,12,17200,17001.125
20191006,13,17200,16926.738
20191006,14,17200,16935.400
20191006,15,16800,16644.713
20191006,16,16400,16380.113
20191006,17,16400,16338.538
20191006,18,17300,16821.838
20191006,19,18900,18234.800
20191006,20,19100,19279.625
20191006,21,18700,18882.750
20191006,22,17700,18035.900
20191006,23,16900,17096.075
20191006,24,15800,16185.738
20191007,1,15150,15431.925
20191007,2,14800,15058.038
20191007,3,14600,14897.963
20191007,4,14800,14981.275
20191007,5,15400,15385.100
20191007,6,17350,16576.325
20191007,7,20550,19621.213
20191007,8,22000,21807.688
20191007,9,22800,22907.500
20191007,10,22850,23008.875
20191007,11,22700,22604.475
20191007,12,22750,22629.013
20191007,13,22650,22747.625
20191007,14,22900,22691.038
20191007,15,22300,22393.813
20191007,16,22000,22093.313
20191007,17,21400,21939.850
20191007,18,21750,22036.875
20191007,19,23800,23155.000
20191007,20,23750,23914.888
20191007,21,23000,23177.625
20191007,22,21500,21555.813
20191007,23,19700,19869.863
20191007,24,18400,18481.950
20191008,1,17600,17557.288
20191008,2,16950,17024.188
20191008,3,16750,16667.613
20191008,4,16850,16688.288
20191008,5,17300,16883.175
20191008,6,18600,17758.250
20191008,7,21350,20508.275
20191008,8,22500,22290.700
20191008,9,23050,23139.250
20191008,10,23100,23307.138
20191008,11,23000,23070.388
20191008,12,23100,23426.550
20191008,13,23150,23345.850
20191008,14,23300,23373.800
20191008,15,22900,22948.750
20191008,16,22500,22915.588
20191008,17,22250,22676.988
20191008,18,22300,22773.075
20191008,19,24000,23558.038
20191008,20,24100,23895.863
20191008,21,23300,23174.150
20191008,22,21700,21563.138
20191008,23,20000,19935.063
20191008,24,18500,18667.775
20191009,1,17300,17674.388
20191009,2,16650,17065.838
20191009,3,16450,16658.413
20191009,4,16450,16737.063
20191009,5,16950,16981.075
20191009,6,18350,17789.038
20191009,7,21150,20483.663
20191009,8,22450,22232.650
20191009,9,23050,23220.213
20191009,10,23050,23340.013
20191009,11,22950,22968.325
20191009,12,23050,23140.038
20191009,13,23150,22974.588
20191009,14,23150,22749.225
20191009,15,22750,22436.375
20191009,16,22250,22320.950
20191009,17,22050,22126.463
20191009,18,22050,22310.338
20191009,19,23850,23384.825
20191009,20,24050,23956.113
20191009,21,23150,23109.125
20191009,22,21550,21413.388
20191009,23,19650,19788.538
20191009,24,18250,18497.563
20191010,1,17400,17445.600
20191010,2,17000,16859.400
20191010,3,16700,16573.888
20191010,4,16700,16589.438
20191010,5,17200,16724.850
20191010,6,18600,17626.913
20191010,7,21500,20270.788
20191010,8,22800,21997.588
20191010,9,23400,22827.488
20191010,10,23400,22995.825
20191010,11,23300,22688.838
20191010,12,23300,22848.175
20191010,13,23300,22831.500
20191010,14,23400,22654.675
20191010,15,22900,22294.125
20191010,16,22600,21991.713
20191010,17,22300,21729.925
20191010,18,22500,21837.975
20191010,19,24100,23089.613
20191010,20,24100,23619.363
20191010,21,23300,23022.688
20191010,22,21800,21370.500
20191010,23,19900,19777.138
20191010,24,18600,18440.138
20191011,1,17400,17426.788
20191011,2,16900,16746.950
20191011,3,16600,16423.450
20191011,4,16700,16428.538
20191011,5,17100,16735.075
20191011,6,18400,17630.575
20191011,7,21300,20397.925
20191011,8,22500,21853.288
20191011,9,23100,22538.038
20191011,10,23100,22416.275
20191011,11,23000,21992.525
20191011,12,23000,22162.438
20191011,13,23000,22190.500
20191011,14,23000,22080.625
20191011,15,22500,21667.400
20191011,16,22200,21566.950
20191011,17,21900,21537.850
20191011,18,22300,21690.100
20191011,19,23800,22868.788
20191011,20,23800,23221.125
20191011,21,23000,22455.963
20191011,22,21600,21040.838
20191011,23,19900,19528.700
20191011,24,18600,18321.050
20191012,1,17000,17251.138
20191012,2,16200,16618.825
20191012,3,15800,16170.525
20191012,4,15700,16010.688
20191012,5,15800,16062.800
20191012,6,16100,16216.950
20191012,7,17200,17039.975
20191012,8,18400,17906.388
20191012,9,19500,18967.863
20191012,10,19800,19686.063
20191012,11,20000,19625.700
20191012,12,20000,19419.988
20191012,13,19800,19178.375
20191012,14,19500,18909.775
20191012,15,18800,18398.575
20191012,16,18500,18194.588
20191012,17,18400,18229.738
20191012,18,18900,18388.313
20191012,19,20400,19793.675
20191012,20,20400,20158.588
20191012,21,19600,19475.388
20191012,22,18500,18368.388
20191012,23,17400,17204.225
20191012,24,16100,16109.850
20191013,1,15100,15031.775
20191013,2,14600,14453.350
20191013,3,14200,14078.863
20191013,4,14000,13878.563
20191013,5,14000,13962.250
20191013,6,14300,14080.688
20191013,7,14500,14506.100
20191013,8,15100,14731.425
20191013,9,16000,15662.925
20191013,10,16600,16348.925
20191013,11,16800,16577.188
20191013,12,16800,16593.100
20191013,13,16800,16507.788
20191013,14,16600,16419.550
20191013,15,16300,16196.538
20191013,16,16000,15918.288
20191013,17,16000,15901.675
20191013,18,17100,16386.725
20191013,19,18900,18165.600
20191013,20,18900,18809.750
20191013,21,18500,18330.000
20191013,22,17700,17598.750
20191013,23,16800,16813.663
20191013,24,15900,15828.750
20191014,1,14900,14958.550
20191014,2,14600,14612.713
20191014,3,14400,14432.713
20191014,4,14600,14418.725
20191014,5,15000,14717.425
20191014,6,16900,15755.263
20191014,7,20200,18717.925
20191014,8,21700,20559.813
20191014,9,22400,21675.150
20191014,10,22400,21848.438
20191014,11,22300,21649.275
20191014,12,22400,21760.413
20191014,13,22400,21735.513
20191014,14,22500,21773.413
20191014,15,22000,21308.550
20191014,16,21800,21206.338
20191014,17,21500,21171.213
20191014,18,21900,21433.600
20191014,19,23600,22811.225
20191014,20,23500,23377.038
20191014,21,22700,22534.863
20191014,22,21100,20915.113
20191014,23,19400,19107.375
20191014,24,18000,17804.663
20191015,1,17000,16796.050
20191015,2,16400,16272.100
20191015,3,16100,15938.200
20191015,4,16100,15931.825
20191015,5,16550,16180.338
20191015,6,18000,16893.225
20191015,7,21000,19698.713
20191015,8,21900,21252.225
20191015,9,22500,21924.438
20191015,10,22500,21957.100
20191015,11,22300,21665.425
20191015,12,22300,21953.588
20191015,13,22400,21937.363
20191015,14,22500,21889.800
20191015,15,22100,21642.275
20191015,16,21800,21523.825
20191015,17,21600,21280.675
20191015,18,22200,21490.350
20191015,19,23600,23078.688
20191015,20,23500,23420.475
20191015,21,22800,22661.863
20191015,22,21200,20923.375
20191015,23,19500,19300.888
20191015,24,18100,18021.788
20191016,1,17100,16879.525
20191016,2,16600,16348.950
20191016,3,16300,16000.163
20191016,4,16300,16156.950
20191016,5,16700,16313.588
20191016,6,18100,17082.138
20191016,7,21100,19803.813
20191016,8,22000,21474.113
20191016,9,22600,22163.488
20191016,10,22600,22205.750
20191016,11,22400,22004.338
20191016,12,22400,22190.188
20191016,13,22500,22325.225
20191016,14,22600,22261.888
20191016,15,22200,21965.800
20191016,16,21900,21933.963
20191016,17,21800,21719.825
20191016,18,22300,21820.213
20191016,19,23800,23108.925
20191016,20,23900,23251.000
20191016,21,23100,22649.963
20191016,22,21500,21036.963
20191016,23,19800,19253.963
20191016,24,18400,17933.938
20191017,1,17000,17105.713
20191017,2,16400,16603.675
20191017,3,16100,16318.975
20191017,4,16300,16309.775
20191017,5,16700,16447.750
20191017,6,18200,17269.338
20191017,7,21300,19892.350
20191017,8,22100,21470.750
20191017,9,22500,22285.025
20191017,10,22500,22230.775
20191017,11,22300,21727.350
20191017,12,22300,21876.300
20191017,13,22400,21818.188
20191017,14,22500,21753.125
20191017,15,22100,21424.338
20191017,16,21800,21442.738
20191017,17,21600,21367.350
20191017,18,22400,21695.850
20191017,19,23800,22956.825
20191017,20,23800,23241.213
20191017,21,23000,22533.700
20191017,22,21400,20896.125
20191017,23,19700,19095.650
20191017,24,18300,17757.913
20191018,1,17200,16845.838
20191018,2,16600,16310.713
20191018,3,16300,15972.938
20191018,4,16400,16064.475
20191018,5,16800,16321.875
20191018,6,18100,17165.313
20191018,7,21200,19865.650
20191018,8,22100,21447.888
20191018,9,22500,22112.700
20191018,10,22600,22294.963
20191018,11,22700,22046.938
20191018,12,22600,22148.088
20191018,13,22700,22061.575
20191018,14,22700,22038.275
20191018,15,22300,21595.263
20191018,16,22300,21573.288
20191018,17,21900,21342.288
20191018,18,22600,21633.475
20191018,19,23600,22915.913
20191018,20,23500,23021.650
20191018,21,22700,22107.338
20191018,22,21200,20486.088
20191018,23,19500,19000.700
20191018,24,18200,17705.013
20191019,1,16900,16701.438
20191019,2,16200,16148.538
20191019,3,15800,15708.938
20191019,4,15700,15589.438
20191019,5,15900,15478.175
20191019,6,16300,15643.288
20191019,7,17700,16777.075
20191019,8,18700,17670.925
20191019,9,19900,18928.550
20191019,10,20200,19584.200
20191019,11,20400,19665.863
20191019,12,20400,19764.075
20191019,13,20200,19692.663
20191019,14,19900,19374.913
20191019,15,19300,18785.213
20191019,16,19000,18576.800
20191019,17,18900,18470.825
20191019,18,19800,18779.038
20191019,19,20700,19955.125
20191019,20,20600,19940.950
20191019,21,19800,19236.500
20191019,22,18600,18016.338
20191019,23,17600,16886.863
20191019,24,16300,15826.138
20191020,1,15200,14928.150
20191020,2,14700,14400.425
20191020,3,14300,14069.675
20191020,4,14000,13937.138
20191020,5,14200,13960.913
20191020,6,14300,14097.388
20191020,7,14700,14542.700
20191020,8,15400,14737.838
