date,isodate,year,month,day,hour,weekday,yearday,forecast_need,temp,real,l1,l2,l3,l26,l25,l24,l23,l22,t3,t5
20190701,2019-07-01,2019,7,1,1,2,182,15000,23.98,15351,15351,15351,15351,15351,15351,15351,15351,15351,23.37,22.538
20190701,2019-07-01,2019,7,1,2,2,182,14500,23.44,14731,15351,15351,15351,15351,15351,15351,15351,15351,23.37,22.538
20190701,2019-07-01,2019,7,1,3,2,182,14400,22.69,14573,14731,15351,15351,15351,15351,15351,15351,15351,23.37,22.538
20190701,2019-07-01,2019,7,1,4,2,182,14300,21.21,14503,14573,14731,15351,15351,15351,15351,15351,15351,23.37,22.538
20190701,2019-07-01,2019,7,1,5,2,182,14200,21.37,14413,14503,14573,14731,15351,15351,15351,15351,15351,22.44666667,22.538
20190701,2019-07-01,2019,7,1,6,2,182,15600,22.48,14991,14413,14503,14573,15351,15351,15351,15351,15351,21.75666667,22.538
20190701,2019-07-01,2019,7,1,7,2,182,19000,23.82,17816,14991,14413,14503,15351,15351,15351,15351,15351,21.68666667,22.538
20190701,2019-07-01,2019,7,1,8,2,182,20700,25.14,20135,17816,14991,14413,15351,15351,15351,15351,15351,22.55666667,22.538
20190701,2019-07-01,2019,7,1,9,2,182,21600,26.38,21542,20135,17816,14991,15351,15351,15351,15351,15351,23.81333333,22.538
20190701,2019-07-01,2019,7,1,10,2,182,21900,27.23,22256,21542,20135,17816,15351,15351,15351,15351,15351,25.11333333,22.538
20190701,2019-07-01,2019,7,1,11,2,182,22400,25.68,22471,22256,21542,20135,15351,15351,15351,15351,15351,26.25,22.538
20190701,2019-07-01,2019,7,1,12,2,182,22400,23.03,22930,22930,22471,22256,21542,15351,15351,15351,15351,26.43,22.538
20190701,2019-07-01,2019,7,1,13,2,182,22700,23.35,23079,22930,22471,22256,15351,15351,15351,15351,15351,25.31333333,22.538
20190701,2019-07-01,2019,7,1,14,2,182,22700,25.72,23000,23079,22930,22471,15351,15351,15351,15351,15351,24.02,22.538
20190701,2019-07-01,2019,7,1,15,2,182,22300,28.31,22527,23000,23079,22930,15351,15351,15351,15351,15351,24.03333333,22.538
20190701,2019-07-01,2019,7,1,16,2,182,22200,28.53,22353,22527,23000,23079,15351,15351,15351,15351,15351,25.79333333,22.538
20190701,2019-07-01,2019,7,1,17,2,182,22100,27.84,22068,22353,22527,23000,15351,15351,15351,15351,15351,27.52,22.538
20190701,2019-07-01,2019,7,1,18,2,182,21800,26.27,21596,22068,22353,22527,15351,15351,15351,15351,15351,28.22666667,22.538
20190701,2019-07-01,2019,7,1,19,2,182,21600,24.96,21374,21596,22068,22353,15351,15351,15351,15351,15351,27.54666667,22.538
20190701,2019-07-01,2019,7,1,20,2,182,21600,22.37,21261,21374,21596,22068,15351,15351,15351,15351,15351,26.35666667,22.538
20190701,2019-07-01,2019,7,1,21,2,182,21500,20.54,21222,21261,21374,21596,15351,15351,15351,15351,15351,24.53333333,22.538
20190701,2019-07-01,2019,7,1,22,2,182,21400,20.07,20799,21222,21261,21374,15351,15351,15351,15351,15351,22.62333333,22.538
20190701,2019-07-01,2019,7,1,23,2,182,20200,18.88,19666,20799,21222,21261,15351,15351,15351,15351,15351,20.99333333,22.538
20190701,2019-07-01,2019,7,1,24,2,182,18400,18.8,18069,19666,20799,21222,15351,15351,15351,15351,14731,19.83,22.538
20190702,2019-07-02,2019,7,2,1,3,183,16200,18.09,17065,18069,19666,20799,15351,15351,15351,14731,14573,19.25,22.538
20190702,2019-07-02,2019,7,2,2,3,183,15600,16.77,16571,17065,18069,19666,15351,15351,14731,14573,14503,18.59,22.538
20190702,2019-07-02,2019,7,2,3,3,183,15200,15.47,16154,16571,17065,18069,15351,14731,14573,14503,14413,17.88666667,22.238
20190702,2019-07-02,2019,7,2,4,3,183,15100,14.97,16182,16154,16571,17065,14731,14573,14503,14413,14991,16.77666667,22.314
20190702,2019-07-02,2019,7,2,5,3,183,14700,16.36,15732,16182,16154,16571,14573,14503,14413,14991,17816,15.73666667,22.804
20190702,2019-07-02,2019,7,2,6,3,183,15700,17.96,15923,15732,16182,16154,14503,14413,14991,17816,20135,15.6,23.838
20190702,2019-07-02,2019,7,2,7,3,183,19000,19.21,18111,15923,15732,16182,14413,14991,17816,20135,21542,16.43,25.01
20190702,2019-07-02,2019,7,2,8,3,183,20400,20,20087,18111,15923,15732,14991,17816,20135,21542,22256,17.84333333,25.65
20190702,2019-07-02,2019,7,2,9,3,183,21200,20.69,21223,20087,18111,15923,17816,20135,21542,22256,22471,19.05666667,25.492
20190702,2019-07-02,2019,7,2,10,3,183,21400,21.48,21500,21223,20087,18111,20135,21542,22256,22471,22930,19.96666667,25.134
20190702,2019-07-02,2019,7,2,11,3,183,21800,22.34,21651,21500,21223,20087,21542,22256,22471,22930,23079,20.72333333,25.002
20190702,2019-07-02,2019,7,2,12,3,183,21900,21.94,21980,21651,21500,21223,22256,22471,22930,23079,23000,21.50333333,25.218
20190702,2019-07-02,2019,7,2,13,3,183,22000,22.29,22064,21980,21651,21500,22471,22930,23079,23000,22527,21.92,25.788
20190702,2019-07-02,2019,7,2,14,3,183,22100,22.66,21997,22064,21980,21651,22930,23079,23000,22527,22353,22.19,26.75
20190702,2019-07-02,2019,7,2,15,3,183,21600,22.81,21536,21997,22064,21980,23079,23000,22527,22353,22068,22.29666667,27.334
20190702,2019-07-02,2019,7,2,16,3,183,21400,22.62,21389,21536,21997,22064,23000,22527,22353,22068,21596,22.58666667,27.182
20190702,2019-07-02,2019,7,2,17,3,183,21200,22.38,21023,21389,21536,21997,22527,22353,22068,21596,21374,22.69666667,25.994
20190702,2019-07-02,2019,7,2,18,3,183,20800,21.89,20714,21023,21389,21536,22353,22068,21596,21374,21261,22.60333333,24.396
20190702,2019-07-02,2019,7,2,19,3,183,20700,20.7,20435,20714,21023,21389,22068,21596,21374,21261,21222,22.29666667,22.842
20190702,2019-07-02,2019,7,2,20,3,183,20800,18.49,20464,20435,20714,21023,21596,21374,21261,21222,20799,21.65666667,21.364
20190702,2019-07-02,2019,7,2,21,3,183,20500,16.46,20376,20464,20435,20714,21374,21261,21222,20799,19666,20.36,20.132
20190702,2019-07-02,2019,7,2,22,3,183,20600,15.01,20159,20376,20464,20435,21261,21222,20799,19666,18069,18.55,19.276
20190702,2019-07-02,2019,7,2,23,3,183,19700,14.38,19279,20159,20376,20464,21222,20799,19666,18069,17065,16.65333333,18.522
20190702,2019-07-02,2019,7,2,24,3,183,18100,13.27,17993,19279,20159,20376,20799,19666,18069,17065,16571,15.28333333,17.602
20190703,2019-07-03,2019,7,3,1,4,184,16900,12.2028,16706,17993,19279,20159,19666,18069,17065,16571,16154,14.22,16.82
20190703,2019-07-03,2019,7,3,2,4,184,16300,11.2042,15981,16706,17993,19279,18069,17065,16571,16154,16182,13.31,16.332
20190703,2019-07-03,2019,7,3,3,4,184,15900,10.1982,15665,15981,16706,17993,17065,16571,16154,16182,15732,12.32333333,16.306
20190703,2019-07-03,2019,7,3,4,4,184,15800,10.2037,15583,15665,15981,16706,16571,16154,16182,15732,15923,11.50666667,16.794
20190703,2019-07-03,2019,7,3,5,4,184,15300,11.1969,15194,15583,15665,15981,16154,16182,15732,15923,18111,10.1987,17.7
20190703,2019-07-03,2019,7,3,6,4,184,16200,13.69,15577,15194,15583,15665,16182,15732,15923,18111,20087,10.1996,18.844
20190703,2019-07-03,2019,7,3,7,4,184,19000,15.06,17814,15577,15194,15583,15732,15923,18111,20087,21223,11.91666667,19.868
20190703,2019-07-03,2019,7,3,8,4,184,20500,15.92,19609,17814,15577,15194,15923,18111,20087,21223,21500,13.48,20.744
20190703,2019-07-03,2019,7,3,9,4,184,21300,16.44,20479,19609,17814,15577,18111,20087,21223,21500,21651,14.89,21.29
20190703,2019-07-03,2019,7,3,10,4,184,21600,17.26,20906,20479,19609,17814,20087,21223,21500,21651,21980,15.80666667,21.748
20190703,2019-07-03,2019,7,3,11,4,184,21800,18.65,20999,20906,20479,19609,21223,21500,21651,21980,22064,16.54,22.142
20190703,2019-07-03,2019,7,3,12,4,184,22000,18.96,21286,20999,20906,20479,21500,21651,21980,22064,21997,17.45,22.408
20190703,2019-07-03,2019,7,3,13,4,184,22100,19.04,21378,21286,20999,20906,21651,21980,22064,21997,21536,18.29,22.464
20190703,2019-07-03,2019,7,3,14,4,184,22100,18.76,21328,21378,21286,20999,21980,22064,21997,21536,21389,18.88333333,22.552
20190703,2019-07-03,2019,7,3,15,4,184,21600,18.14,20893,21328,21378,21286,22064,21997,21536,21389,21023,18.92,22.472
20190703,2019-07-03,2019,7,3,16,4,184,21500,18.57,20828,20893,21328,21378,21997,21536,21389,21023,20714,18.64666667,22.08
20190703,2019-07-03,2019,7,3,17,4,184,21200,18.58,20554,20828,20893,21328,21536,21389,21023,20714,20435,18.49,21.216
20190703,2019-07-03,2019,7,3,18,4,184,20800,18.3,20251,20554,20828,20893,21389,21023,20714,20435,20464,18.43,19.984
20190703,2019-07-03,2019,7,3,19,4,184,20700,17.56,20032,20251,20554,20828,21023,20714,20435,20464,20376,18.48333333,18.51
20190703,2019-07-03,2019,7,3,20,4,184,20600,16.2,20267,20032,20251,20554,20714,20435,20464,20376,20159,18.14666667,17.008
20190703,2019-07-03,2019,7,3,21,4,184,20500,14.42,20260,20267,20032,20251,20435,20464,20376,20159,19279,17.35333333,15.522
20190703,2019-07-03,2019,7,3,22,4,184,20500,13.38,20018,20260,20267,20032,20464,20376,20159,19279,17993,16.06,14.28
20190703,2019-07-03,2019,7,3,23,4,184,19600,11.1967,19105,20018,20260,20267,20376,20159,19279,17993,16706,14.66666667,13.272
20190703,2019-07-03,2019,7,3,24,4,184,18200,10.1954,17740,19105,20018,20260,20159,19279,17993,16706,15981,13.15666667,12.434
20190704,2019-07-04,2019,7,4,1,5,185,16800,9.1977,16475,17740,19105,20018,19279,17993,16706,15981,15665,11.86333333,11.632
20190704,2019-07-04,2019,7,4,2,5,185,16100,8.1994,15912,16475,17740,19105,17993,16706,15981,15665,15583,10.1966,11.316
20190704,2019-07-04,2019,7,4,3,5,185,15800,8.2033,15644,15912,16475,17740,16706,15981,15665,15583,15194,9.1975,11.598
20190704,2019-07-04,2019,7,4,4,5,185,15800,8.2032,15541,15644,15912,16475,15981,15665,15583,15194,15577,9.013333333,12.326
20190704,2019-07-04,2019,7,4,5,5,185,15300,10.2,15048,15541,15644,15912,15665,15583,15194,15577,17814,8.1953,13.346
20190704,2019-07-04,2019,7,4,6,5,185,16300,13.12,15365,15048,15541,15644,15583,15194,15577,17814,19609,8.1995,14.56
20190704,2019-07-04,2019,7,4,7,5,185,19100,15.06,17650,15365,15048,15541,15194,15577,17814,19609,20479,10.54666667,15.674
20190704,2019-07-04,2019,7,4,8,5,185,20600,16.4,19556,17650,15365,15048,15577,17814,19609,20479,20906,12.79333333,16.666
20190704,2019-07-04,2019,7,4,9,5,185,21300,17.49,20478,19556,17650,15365,17814,19609,20479,20906,20999,14.86,17.446
20190704,2019-07-04,2019,7,4,10,5,185,21600,18.24,20859,20478,19556,17650,19609,20479,20906,20999,21286,16.31666667,18.07
20190704,2019-07-04,2019,7,4,11,5,185,21800,18.8,20941,20859,20478,19556,20479,20906,20999,21286,21378,17.37666667,18.534
20190704,2019-07-04,2019,7,4,12,5,185,22100,19.2,21294,20941,20859,20478,20906,20999,21286,21378,21328,18.17666667,18.71
20190704,2019-07-04,2019,7,4,13,5,185,22200,19.8,21310,21294,20941,20859,20999,21286,21378,21328,20893,18.74666667,18.694
20190704,2019-07-04,2019,7,4,14,5,185,22200,20.68,21215,21310,21294,20941,21286,21378,21328,20893,20828,19.26666667,18.618
20190704,2019-07-04,2019,7,4,15,5,185,21800,21.32,20976,21215,21310,21294,21378,21328,20893,20828,20554,19.89333333,18.47
20190704,2019-07-04,2019,7,4,16,5,185,21600,21.69,20792,20976,21215,21310,21328,20893,20828,20554,20251,20.6,18.23
20190704,2019-07-04,2019,7,4,17,5,185,21300,21.58,20508,20792,20976,21215,20893,20828,20554,20251,20032,21.23,17.842
20190704,2019-07-04,2019,7,4,18,5,185,20900,21.25,20371,20508,20792,20976,20828,20554,20251,20032,20267,21.53,17.012
20190704,2019-07-04,2019,7,4,19,5,185,20700,20.11,20212,20371,20508,20792,20554,20251,20032,20267,20260,21.50666667,15.972
20190704,2019-07-04,2019,7,4,20,5,185,20700,17.12,20431,20212,20371,20508,20251,20032,20267,20260,20018,20.98,14.646
20190704,2019-07-04,2019,7,4,21,5,185,20600,15.23,20392,20431,20212,20371,20032,20267,20260,20018,19105,19.49333333,13.242
20190704,2019-07-04,2019,7,4,22,5,185,20400,13.47,20220,20392,20431,20212,20267,20260,20018,19105,17740,17.48666667,11.956
20190704,2019-07-04,2019,7,4,23,5,185,19600,12.1981,19164,20220,20392,20431,20260,20018,19105,17740,16475,15.27333333,10.1986
20190704,2019-07-04,2019,7,4,24,5,185,18200,12.2034,17806,19164,20220,20392,20018,19105,17740,16475,15912,13.83666667,9.1985
20190705,2019-07-05,2019,7,5,1,6,186,16900,12.1987,16621,17806,19164,20220,19105,17740,16475,15912,15644,12.87333333,9.2018
20190705,2019-07-05,2019,7,5,2,6,186,16300,13.16,15998,16621,17806,19164,17740,16475,15912,15644,15541,12.67333333,9.112
20190705,2019-07-05,2019,7,5,3,6,186,15900,13.54,15637,15998,16621,17806,16475,15912,15644,15541,15048,12.1979,9.782
20190705,2019-07-05,2019,7,5,4,6,186,15800,13.64,15614,15637,15998,16621,15912,15644,15541,15048,15365,13.19,11.6
20190705,2019-07-05,2019,7,5,5,6,186,15400,13.82,15417,15614,15637,15998,15644,15541,15048,15365,17650,13.44666667,12.1962
20190705,2019-07-05,2019,7,5,6,6,186,16300,15.18,15673,15417,15614,15637,15541,15048,15365,17650,19556,13.66666667,14.454
20190705,2019-07-05,2019,7,5,7,6,186,18900,17.15,17824,15673,15417,15614,15048,15365,17650,19556,20478,14.21333333,16.062
20190705,2019-07-05,2019,7,5,8,6,186,20400,18.18,19644,17824,15673,15417,15365,17650,19556,20478,20859,15.38333333,17.198
20190705,2019-07-05,2019,7,5,9,6,186,21200,18.19,20596,19644,17824,15673,17650,19556,20478,20859,20941,16.83666667,18.026
20190705,2019-07-05,2019,7,5,10,6,186,21500,17.67,21105,20596,19644,17824,19556,20478,20859,20941,21294,17.84,18.706
20190705,2019-07-05,2019,7,5,11,6,186,21800,16.43,21147,21105,20596,19644,20478,20859,20941,21294,21310,18.01333333,19.344
20190705,2019-07-05,2019,7,5,12,6,186,22000,16.03,21514,21147,21105,20596,20859,20941,21294,21310,21215,17.43,19.96
20190705,2019-07-05,2019,7,5,13,6,186,22100,16.13,21517,21514,21147,21105,20941,21294,21310,21215,20976,16.71,20.538
20190705,2019-07-05,2019,7,5,14,6,186,22100,16.26,21420,21517,21514,21147,21294,21310,21215,20976,20792,16.19666667,21.014
20190705,2019-07-05,2019,7,5,15,6,186,21700,17.72,21012,21420,21517,21514,21310,21215,20976,20792,20508,16.14,21.304
20190705,2019-07-05,2019,7,5,16,6,186,21400,18.79,20790,21012,21420,21517,21215,20976,20792,20508,20371,16.70333333,21.19
20190705,2019-07-05,2019,7,5,17,6,186,21200,18.94,20540,20790,21012,21420,20976,20792,20508,20371,20212,17.59,20.35
20190705,2019-07-05,2019,7,5,18,6,186,20700,18.33,20208,20540,20790,21012,20792,20508,20371,20212,20431,18.48333333,19.058
20190705,2019-07-05,2019,7,5,19,6,186,20500,17.64,20072,20208,20540,20790,20508,20371,20212,20431,20392,18.68666667,17.436
20190705,2019-07-05,2019,7,5,20,6,186,20500,16.49,20144,20072,20208,20540,20371,20212,20431,20392,20220,18.30333333,15.748
20190705,2019-07-05,2019,7,5,21,6,186,20300,15.38,19963,20144,20072,20208,20212,20431,20392,20220,19164,17.48666667,14.194
20190705,2019-07-05,2019,7,5,22,6,186,20200,14.15,19639,19963,20144,20072,20431,20392,20220,19164,17806,16.50333333,13.344
20190705,2019-07-05,2019,7,5,23,6,186,19400,13.83,18849,19639,19963,20144,20392,20220,19164,17806,16621,15.34,12.1993
20190705,2019-07-05,2019,7,5,24,6,186,18000,13.37,17531,18849,19639,19963,20220,19164,17806,16621,15998,14.45333333,12.944
20190706,2019-07-06,2019,7,6,1,7,187,16350,13.43,16448,17531,18849,19639,19164,17806,16621,15998,15637,13.78333333,13.11
20190706,2019-07-06,2019,7,6,2,7,187,15550,13.52,15728,16448,17531,18849,17806,16621,15998,15637,15614,13.54333333,13.406
20190706,2019-07-06,2019,7,6,3,7,187,15050,13.38,15368,15728,16448,17531,16621,15998,15637,15614,15417,13.44,13.868
20190706,2019-07-06,2019,7,6,4,7,187,15000,13.41,15254,15368,15728,16448,15998,15637,15614,15417,15673,13.44333333,14.666
20190706,2019-07-06,2019,7,6,5,7,187,14450,14.09,14701,15254,15368,15728,15637,15614,15417,15673,17824,13.43666667,15.594
20190706,2019-07-06,2019,7,6,6,7,187,14500,14.67,14544,14701,15254,15368,15614,15417,15673,17824,19644,13.62666667,16.504
20190706,2019-07-06,2019,7,6,7,7,187,15900,15.4,15502,14544,14701,15254,15417,15673,17824,19644,20596,14.05666667,17.274
20190706,2019-07-06,2019,7,6,8,7,187,17300,16.71,16841,15502,14544,14701,15673,17824,19644,20596,21105,14.72,17.524
20190706,2019-07-06,2019,7,6,9,7,187,18400,18.05,17995,16841,15502,14544,17824,19644,20596,21105,21147,15.59333333,17.3
20190706,2019-07-06,2019,7,6,10,7,187,18800,18.75,18847,17995,16841,15502,19644,20596,21105,21147,21514,16.72,16.89
20190706,2019-07-06,2019,7,6,11,7,187,19300,20.11,19245,18847,17995,16841,20596,21105,21147,21514,21517,17.83666667,16.504
20190706,2019-07-06,2019,7,6,12,7,187,19300,20.59,19480,19245,18847,17995,21105,21147,21514,21517,21420,18.97,16.514
20190706,2019-07-06,2019,7,6,13,7,187,19100,21.21,19413,19480,19245,18847,21147,21514,21517,21420,21012,19.81666667,16.986
20190706,2019-07-06,2019,7,6,14,7,187,18800,20.66,18979,19413,19480,19245,21514,21517,21420,21012,20790,20.63666667,17.568
20190706,2019-07-06,2019,7,6,15,7,187,18400,20.81,18443,18979,19413,19480,21517,21420,21012,20790,20540,20.82,18.008
20190706,2019-07-06,2019,7,6,16,7,187,18100,20.67,18159,18443,18979,19413,21420,21012,20790,20540,20208,20.89333333,18.284
20190706,2019-07-06,2019,7,6,17,7,187,17900,20.4,17953,18159,18443,18979,21012,20790,20540,20208,20072,20.71333333,18.038
20190706,2019-07-06,2019,7,6,18,7,187,17800,19.88,17722,17953,18159,18443,20790,20540,20208,20072,20144,20.62666667,17.356
20190706,2019-07-06,2019,7,6,19,7,187,17600,18.94,17521,17722,17953,18159,20540,20208,20072,20144,19963,20.31666667,16.398
20190706,2019-07-06,2019,7,6,20,7,187,17700,17.84,17681,17521,17722,17953,20208,20072,20144,19963,19639,19.74,15.498
20190706,2019-07-06,2019,7,6,21,7,187,17600,17.37,17517,17681,17521,17722,20072,20144,19963,19639,18849,18.88666667,14.644
20190706,2019-07-06,2019,7,6,22,7,187,17800,16.67,17562,17517,17681,17521,20144,19963,19639,18849,17531,18.05,14.032
20190706,2019-07-06,2019,7,6,23,7,187,17200,17.19,16864,17562,17517,17681,19963,19639,18849,17531,16448,17.29333333,13.66
20190706,2019-07-06,2019,7,6,24,7,187,15900,16.69,15734,16864,17562,17517,19639,18849,17531,16448,15728,17.07666667,13.506
20190707,2019-07-07,2019,7,7,1,1,188,14500,16.18,14700,15734,16864,17562,18849,17531,16448,15728,15368,16.85,13.422
20190707,2019-07-07,2019,7,7,2,1,188,13800,15.48,13996,14700,15734,16864,17531,16448,15728,15368,15254,16.68666667,13.566
20190707,2019-07-07,2019,7,7,3,1,188,13300,15.12,13656,13996,14700,15734,16448,15728,15368,15254,14701,16.11666667,13.814
20190707,2019-07-07,2019,7,7,4,1,188,13200,14.7,13463,13656,13996,14700,15728,15368,15254,14701,14544,15.59333333,14.19
20190707,2019-07-07,2019,7,7,5,1,188,12500,14.38,12984,13463,13656,13996,15368,15254,14701,14544,15502,15.1,14.856
20190707,2019-07-07,2019,7,7,6,1,188,12300,14.33,12753,12984,13463,13656,15254,14701,14544,15502,16841,14.73333333,15.784
20190707,2019-07-07,2019,7,7,7,1,188,13200,14.08,13010,12753,12984,13463,14701,14544,15502,16841,17995,14.47,16.716
20190707,2019-07-07,2019,7,7,8,1,188,14200,14.51,13680,13010,12753,12984,14544,15502,16841,17995,18847,14.26333333,17.804
20190707,2019-07-07,2019,7,7,9,1,188,15200,15.18,14563,13680,13010,12753,15502,16841,17995,18847,19245,14.30666667,18.842
20190707,2019-07-07,2019,7,7,10,1,188,16000,16.21,15251,14563,13680,13010,16841,17995,18847,19245,19480,14.59,19.742
20190707,2019-07-07,2019,7,7,11,1,188,16300,17.3,15727,15251,14563,13680,17995,18847,19245,19480,19413,15.3,20.264
20190707,2019-07-07,2019,7,7,12,1,188,16350,17.99,15900,15727,15251,14563,18847,19245,19480,19413,18979,16.23,20.676
20190707,2019-07-07,2019,7,7,13,1,188,16400,18.49,16047,15900,15727,15251,19245,19480,19413,18979,18443,17.16666667,20.788
20190707,2019-07-07,2019,7,7,14,1,188,16400,18.46,15962,16047,15900,15727,19480,19413,18979,18443,18159,17.92666667,20.75
20190707,2019-07-07,2019,7,7,15,1,188,16000,18.28,15670,15962,16047,15900,19413,18979,18443,18159,17953,18.31333333,20.484
20190707,2019-07-07,2019,7,7,16,1,188,15700,17.81,15262,15670,15962,16047,18979,18443,18159,17953,17722,18.41,20.14
20190707,2019-07-07,2019,7,7,17,1,188,15750,17.38,15121,15262,15670,15962,18443,18159,17953,17722,17521,18.18333333,19.546
20190707,2019-07-07,2019,7,7,18,1,188,15900,17.08,15079,15121,15262,15670,18159,17953,17722,17521,17681,17.82333333,18.886
20190707,2019-07-07,2019,7,7,19,1,188,16200,16.21,15307,15079,15121,15262,17953,17722,17521,17681,17517,17.42333333,18.14
20190707,2019-07-07,2019,7,7,20,1,188,16350,15.81,15676,15307,15079,15121,17722,17521,17681,17517,17562,16.89,17.602
20190707,2019-07-07,2019,7,7,21,1,188,16600,15.18,15781,15676,15307,15079,17521,17681,17517,17562,16864,16.36666667,17.152
20190707,2019-07-07,2019,7,7,22,1,188,17100,14.56,16253,15781,15676,15307,17681,17517,17562,16864,15734,15.73333333,16.82
20190707,2019-07-07,2019,7,7,23,1,188,16800,13.92,16050,16253,15781,15676,17517,17562,16864,15734,14700,15.18333333,16.442
20190707,2019-07-07,2019,7,7,24,1,188,15400,13.17,15133,16050,16253,15781,17562,16864,15734,14700,13996,14.55333333,16.132
20190708,2019-07-08,2019,7,8,1,2,189,14350,12.1957,14300,15133,16050,16253,16864,15734,14700,13996,13656,13.88333333,15.634
20190708,2019-07-08,2019,7,8,2,2,189,13800,12.1962,13776,14300,15133,16050,15734,14700,13996,13656,13463,13.22,15.172
20190708,2019-07-08,2019,7,8,3,2,189,13650,12.3,13603,13776,14300,15133,14700,13996,13656,13463,12984,12.78666667,14.802
20190708,2019-07-08,2019,7,8,4,2,189,13600,12.2014,13618,13603,13776,14300,13996,13656,13463,12984,12753,12.49666667,14.522
20190708,2019-07-08,2019,7,8,5,2,189,13400,12.1954,13364,13618,13603,13776,13656,13463,12984,12753,13010,12.35333333,14.4
20190708,2019-07-08,2019,7,8,6,2,189,15000,13.17,14003,13364,13618,13603,13463,12984,12753,13010,13680,12.32666667,14.496
20190708,2019-07-08,2019,7,8,7,2,189,18150,13.99,16698,14003,13364,13618,12984,12753,13010,13680,14563,12.61666667,14.862
20190708,2019-07-08,2019,7,8,8,2,189,19850,15.15,18704,16698,14003,13364,12753,13010,13680,14563,15251,13.23333333,15.456
20190708,2019-07-08,2019,7,8,9,2,189,20800,15.66,19839,18704,16698,14003,13010,13680,14563,15251,15727,14.10333333,16.238
20190708,2019-07-08,2019,7,8,10,2,189,21100,16.34,20543,19839,18704,16698,13680,14563,15251,15727,15900,14.93333333,17.034
20190708,2019-07-08,2019,7,8,11,2,189,21400,16.19,20580,20543,19839,18704,14563,15251,15727,15900,16047,15.71666667,17.69
20190708,2019-07-08,2019,7,8,12,2,189,21500,16.57,20956,20580,20543,19839,15251,15727,15900,16047,15962,16.06333333,18.104
20190708,2019-07-08,2019,7,8,13,2,189,21600,16.71,21114,20956,20580,20543,15727,15900,16047,15962,15670,16.36666667,18.206
20190708,2019-07-08,2019,7,8,14,2,189,21600,16.39,21023,21114,20956,20580,15900,16047,15962,15670,15262,16.49,18.084
20190708,2019-07-08,2019,7,8,15,2,189,21250,16.66,20486,21023,21114,20956,16047,15962,15670,15262,15121,16.55666667,17.802
20190708,2019-07-08,2019,7,8,16,2,189,20950,16.5,20296,20486,21023,21114,15962,15670,15262,15121,15079,16.58666667,17.352
20190708,2019-07-08,2019,7,8,17,2,189,20600,16.46,20135,20296,20486,21023,15670,15262,15121,15079,15307,16.51666667,16.858
20190708,2019-07-08,2019,7,8,18,2,189,20400,16.23,19814,20135,20296,20486,15262,15121,15079,15307,15676,16.54,16.332
20190708,2019-07-08,2019,7,8,19,2,189,20350,15.84,19664,19814,20135,20296,15121,15079,15307,15676,15781,16.39666667,15.768
20190708,2019-07-08,2019,7,8,20,2,189,20500,14.65,19889,19664,19814,20135,15079,15307,15676,15781,16253,16.17666667,15.136
20190708,2019-07-08,2019,7,8,21,2,189,20500,13.86,19924,19889,19664,19814,15307,15676,15781,16253,16050,15.57333333,14.528
20190708,2019-07-08,2019,7,8,22,2,189,20350,13.05,19731,19924,19889,19664,15676,15781,16253,16050,15133,14.78333333,13.88
20190708,2019-07-08,2019,7,8,23,2,189,19200,13.05,18662,19731,19924,19889,15781,16253,16050,15133,14300,13.85333333,13.368
20190708,2019-07-08,2019,7,8,24,2,189,17650,12.2042,17294,18662,19731,19924,16253,16050,15133,14300,13776,13.32,12.916
20190709,2019-07-09,2019,7,9,1,3,190,16700,12.2021,16134,17294,18662,19731,16050,15133,14300,13776,13603,12.1984,12.1956
20190709,2019-07-09,2019,7,9,2,3,190,16100,11.1981,15584,16134,17294,18662,15133,14300,13776,13603,13618,12.1956,12.434
20190709,2019-07-09,2019,7,9,3,3,190,15800,11.1976,15318,15584,16134,17294,14300,13776,13603,13618,13364,12.14666667,12.554
20190709,2019-07-09,2019,7,9,4,3,190,15600,11.2032,15277,15318,15584,16134,13776,13603,13618,13364,14003,11.92666667,12.828
20190709,2019-07-09,2019,7,9,5,3,190,15300,12.2001,14912,15277,15318,15584,13603,13618,13364,14003,16698,11.1963,13.398
20190709,2019-07-09,2019,7,9,6,3,190,16200,13.12,15178,14912,15277,15318,13618,13364,14003,16698,18704,11.69666667,14.102
20190709,2019-07-09,2019,7,9,7,3,190,18900,14.37,17493,15178,14912,15277,13364,14003,16698,18704,19839,12.2015,14.862
20190709,2019-07-09,2019,7,9,8,3,190,20200,15.75,19407,17493,15178,14912,14003,16698,18704,19839,20543,13.16666667,15.466
20190709,2019-07-09,2019,7,9,9,3,190,20900,16.86,20470,19407,17493,15178,16698,18704,19839,20543,20580,14.41333333,15.982
20190709,2019-07-09,2019,7,9,10,3,190,21200,17.24,20786,20470,19407,17493,18704,19839,20543,20580,20956,15.66,16.294
20190709,2019-07-09,2019,7,9,11,3,190,21500,17.97,20774,20786,20470,19407,19839,20543,20580,20956,21114,16.61666667,16.44
20190709,2019-07-09,2019,7,9,12,3,190,21600,18.59,21220,20774,20786,20470,20543,20580,20956,21114,21023,17.35666667,16.504
20190709,2019-07-09,2019,7,9,13,3,190,21700,19.07,21307,21220,20774,20786,20580,20956,21114,21023,20486,17.93333333,16.566
20190709,2019-07-09,2019,7,9,14,3,190,21800,19.45,21238,21307,21220,20774,20956,21114,21023,20486,20296,18.54333333,16.544
